Institutional_Owner,Shelfmark,Title,Publisher,Creator,Type_of_Content,Date_of_Map,Technique,Subject,Annotation,Rights,Language,Date_of_Publication,Distribution_Format,Geographic_Location,Scale_of_Map,Reference_System,Mapping_Methods,Map_Format,Source_Materials,Pagination,Annotation_Edition,Annotation_Library_Index,Other_Annotation,PPN,Region_Keyword,Additional_Signature,Item_URL,OCLC_number,Date_created,Date_modified,CONTENTdm_number,CONTENTdm_file_name,CONTENTdm_file_path
,Koker 004.08,Provinciekaarten van Nederland - [8]: Zuid-Holland,'s-Gravenhage : Joh. Ykema,"Have, J.J.",,191X,,Stokkaart,"De kaart is in zeer slechte staat, inzien in overleg en onder begeleiding",,,,,74.20 geografie van Nederland,1:100.000,,,83 x 106 cm,Wandkaart,1 wandkaart,,,in kleur,35708781X,Zuid-Holland,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2610,,2017-01-23,2017-01-23,2610,8217.jp2,/Kaarten/image/8217.jp2
,Koker 011,Schoolkaart van Limburg,Zuphen : Thieme,"Prop, G.",,1925,,Stokkaart,,,,,,74.20 geografie van Nederland,,,,"80 x 130 cm, stokbreedte 86 cm",Wandkaart,1 wandkaart,,,"in kleur, op linnen",357317688,Limburg (Nederland),,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2611,,2017-01-23,2017-01-23,2611,8357.jp2,/Kaarten/image/8357.jp2
,uklu 04-26,Het vrije stelonderwijs;  4: Daar had Wim niet aan gedacht.,Groningen : P. Noordhoff,"Schlette, F.G.",,1911,,,Zeer kwetsbaar en deels beschadigd; zie afbeeldingen op internet Verzameling in beeld,,,,,81.74 primair onderwijs,,,,70 x 94 cm,Wandkaart,Eerste serie (10 wandplaten),Lithografische kleurendruk. - Lithografie: J. Beerta te Groningen | Wandplaten behorende bij: Het vrije stelonderwijs / door J. Klootsema en A. Brands,,ill,380208199,,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2612,,2017-01-23,2017-01-23,2612,8228.jp2,/Kaarten/image/8228.jp2
,Rol middel 027,Schetskaart van Nederlands Nieuw Guinea,Delft : Topografische Dienst,"Topografische Dienst, Delft",,1953,,Stokkaart,restricted file,,,,,74.21 geografie van Azie,Schaal 1:1.000.000,,,"126,5x132,5 cm",Wandkaart,1 kaart in 4 gemonteerde bladen,Gegevens verzameld over de periode/Data collected over the period: 1952,Met bijkaart,"aaneengeplakt op linnen, op stok -  gedrukt, in kleuren",095897194,Papua (Indonesie),,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2613,,2017-01-23,2018-06-01,2613,8313.jp2,/Kaarten/image/8313.jp2
,Rol lang 019,Alpenländer,Gotha : VEB Geographische-kartographische Anstalt,"Haack, Hermann",,1953,,Stokkaart,restricted file,,,,,74.19 geografie van Europa,1:450.000,,,"151x208 cm, stokbreedte 225 cm",Wandkaart,1 wandkaart in 4 bladen,,,"kleurendr. , aaneengeplakt op linnen, op stok",140618376,Alpen,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2614,,2017-01-23,2018-06-01,2614,8181.jp2,/Kaarten/image/8181.jp2
,Rol kort 005,Die Staaten Südamerikas,Darmstadt : Justus Perthes,Haack,,197X,,Stokkaart,restricted file,,,,,74.26 geografie van Midden- en Zuid-Amerika,1:10.000.000,,,"117 x 94 cm, stokbreedte 106 cm",Wandkaart,1 wandkaart,"Titel op stok: Haack-Painke, Die Staaten Suedamerikas",,gedrukt in kleuren,327004096,Zuid-Amerika,4/600#i600,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2615,,2017-01-23,2018-06-01,2615,8332.jp2,/Kaarten/image/8332.jp2
,Rol middel 024,Die kolonial Entwicklung des 19. Jahrhunderts : von 1770 bis 1880,Gotha : Justus Perthes,"Hertzberg, Heirich",,189X,,Stokkaart,,,,,,74.13 geografie van de aarde,1:20.000.000,,,"201 x 143 cm, stokbreedte 209 cm",Wandkaart,1 wandkaart,,,"in kleur, op linnen",356294714,,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2616,,2017-01-23,2017-01-23,2616,8334.jp2,/Kaarten/image/8334.jp2
,Rol middel 030,Nordeuropa,Gotha : VEB Geographisch-kartographische Anstalt,"Haack, Hermann",,1954,,Stokkaart,restricted file,,,,,74.19 geografie van Europa,1:1.500.000,,,147x154 c stokbreedte 161,Wandkaart,1 wandkaart in 3 bladen,,,"kleurendr., aaneengeplakt op linnen, op stok",140323708,Noord-Europa,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2617,,2017-01-23,2018-06-01,2617,8210.jp2,/Kaarten/image/8210.jp2
,uklu 03-22-01-35,[Botanische und zoologische Wandtafeln],Darmstadt : Frommann & Morian,"Jung, Heinrich",,19XX,,Stokkaart,"Nr. 35 Linaria vulgaris = Leinkraut | Koperen ringen in de hoeken; wandplaattitel, auteurs en uitgever op achterzijde geplakt; geen overkoepelende titel kunnen vinden | Zie www.collectiontrade.nl | Enkele platen hebben oud etiket, genummerd 118, 119 b,c,d",,,,,42.60 zoologie: algemeen | 42.40 botanie: algemeen,,,,"75 x 100 cm, op linnen geplakt",Wandkaart,wandplaat,,,in kleur,380504448,,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2618,,2017-01-23,2017-01-23,2618,8328.jp2,/Kaarten/image/8328.jp2
,uklu 03-22-01-30,[Botanische und zoologische Wandtafeln],Darmstadt : Frommann & Morian,"Jung, Heinrich",,19XX,,Stokkaart,"Nr. 30 Amoeba, Rotalia, Difflugia, Gregarina, Urtiere | Koperen ringen in de hoeken; wandplaattitel, auteurs en uitgever op achterzijde geplakt; geen overkoepelende titel kunnen vinden | Zie www.collectiontrade.nl | Enkele platen hebben oud etiket, genummerd 118, 119 b,c,d",,,,,42.60 zoologie: algemeen | 42.40 botanie: algemeen,,,,"75 x 100 cm, op linnen geplakt",Wandkaart,wandplaat,,,in kleur,380504448,,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2619,,2017-01-23,2017-01-23,2619,8212.jp2,/Kaarten/image/8212.jp2
,Rol kort 001,Die Staaten Asiens,Darmstadt : Justus Perthes,Haack,,1971,,Stokkaart,restricted file,,,,,74.21 geografie van Azie,1:12.500.000,,,"106 x 94 cm, stokbreedte 106 cm",Wandkaart,1 wandkaart,"Titel op stok: Haack-Painke, Die Staaten Asiens",,gedrukt in kleuren,326807853,Azie,4/600#i600,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2620,,2017-01-23,2018-06-01,2620,8379.jp2,/Kaarten/image/8379.jp2
,Koker 028,Leesbaar Amsterdam,:,"Nieuwenhuis, Erik",,2015,,,restricted file,,,,,18.11 Nederlandse letterkunde,,,,82 x 120 cm,Wandkaart,1 kaart,,,in kleur,398482675,,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2621,,2017-01-23,2018-06-01,2621,8218.jp2,/Kaarten/image/8218.jp2
,Rol middel 008,Europa im 13./14 Jahrhundert,Gotha : Haack,Haack,,195X,,,restricted file,,,,,15.70 geschiedenis van Europa | 74.19 geografie van Europa,1:300.000,,,"157 x 198 cm, stokbreedte 202 cm",Wandkaart,1 wandkaart,,,gedrukt in kleuren,330536362,Europa,4/600#i600,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2622,,2017-01-23,2018-06-01,2622,8345.jp2,/Kaarten/image/8345.jp2
,Koker 001.1,[Van Goor's anatomische wandplaten; Pl. 1: Het geraamte,[S.l. : Van Goor],"Barge, J.A.J.",,191X,,Stokkaart,Pl. 1: Het geraamte,,,,,44.34 anatomie (geneeskunde),,,,67x167 cm,Wandkaart,6 wandpl,,,in kleur,35662336X,,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2623,,2017-01-23,2017-01-23,2623,8375.jp2,/Kaarten/image/8375.jp2
,Rol kort 038,Maat en gewicht,Groningen : Jacob Dijkstra,"Wildeboer, J.",,19XX,,Stokkaart,,,,,,,,,,"70 x 93 cm, stokbreedte 70 cm",Wandkaart,1 wandkaart,,,in kleur,357151550,,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2624,,2017-01-23,2017-01-23,2624,8299.jp2,/Kaarten/image/8299.jp2
,Rol middel 020,Schoolkaart van Nederland,Zwolle : Thieme,"Prop, G.",,196X,,Stokkaart,restricted file,,,,,74.20 geografie van Nederland,1:225.000,,,"134 x 149 cm, stokbreedte 138 cm",Wandkaart,1 wandkaart,"Uitgave met grondsoorten | Voor het 7e leerjaar, vervolgklassen enz",,"in kleur, op linnen",356268705,Nederland,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2625,,2017-01-23,2018-06-01,2625,8220.jp2,/Kaarten/image/8220.jp2
,uklu 03-22-01-14,[Botanische und zoologische Wandtafeln],Darmstadt : Frommann & Morian,"Jung, Heinrich",,19XX,,Stokkaart,"Nr. 14 Lamium album, Weisse Taunnessel | Koperen ringen in de hoeken; wandplaattitel, auteurs en uitgever op achterzijde geplakt; geen overkoepelende titel kunnen vinden | Zie www.collectiontrade.nl | Enkele platen hebben oud etiket, genummerd 118, 119 b,c,d",,,,,42.60 zoologie: algemeen | 42.40 botanie: algemeen,,,,"75 x 100 cm, op linnen geplakt",Wandkaart,wandplaat,,,in kleur,380504448,,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2626,,2017-01-23,2017-01-23,2626,8282.jp2,/Kaarten/image/8282.jp2
,Rol kort 015,N.Holland : moderne aardrijkskunde,Arnhem : Ten Brink,"Bos, H.B.",,1933,,Stokkaart,,,,,,74.20 geografie van Nederland,Zonder schaal,,,"79 x 92 cm, stokbreedte 88 cm",Wandkaart,1 wandkaart,,,gedrukt in kleuren,356355187,Noord-Holland,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2627,,2017-01-23,2017-01-23,2627,8222.jp2,/Kaarten/image/8222.jp2
,Rol kort 033.13,Dybdahls zoologiske plancher; 1e afd.: De mensch (1 t/m 13) ; 2e afd.: Zoogdieren (14 t/m 30) ; 3e afd.: Vogels (31 t/m 40) ; 4e afd.: Reptilien en amphibien (41 t/m 46) ; 5e afd.: Visschen (47 t/m 51) ; 6e afd.: (52 t/m 64),[Oslo] : Aschehoug,"Dybdahl, P.",,1920,,Stokkaart,"Pl. 13: De bloedsomloop en het gebit (57 x 73 cm, stokbreedte 72 cm)",,,,,42.60 zoologie: algemeen,,,,versch. formaten,Wandkaart,64 wandpl. (6 afd.),,,in kleur,356508765,,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2628,,2017-01-23,2017-01-23,2628,8358.jp2,/Kaarten/image/8358.jp2
,Rol kort 050,Hoofdrekenen,Leeuwarden : Jongbloed,"Lutgendorff, L.",,19XX,,Stokkaart,,,,,,,,,,"76 x 100 cm, stokbreedte 80 cm",Wandkaart,1 wandplaat,,,in kleur,357317971,,SCHM De3.4 Lut,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2629,,2017-01-23,2017-01-23,2629,8329.jp2,/Kaarten/image/8329.jp2
,Rol kort 036,Verbonden blokschrift,[Groningen etc. : Noordhoff],"Schalij, M.A.",,194X,,Stokkaart,,,,,,,,,,"54 x 67 cm, stokbreedte 58 cm",Wandkaart,1 wandkaart,Onderaan op wandkaart: Volledige aanwijzingen in de Schrijfvoorbeelden I en in de schriftelijke cursus,,in kleur,357149998,,SCHM Ca3.4 SCHA,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2630,,2017-01-23,2017-01-23,2630,8320.jp2,/Kaarten/image/8320.jp2
,Rol middel 013,Die Hanse,Darmstadt : Perthes,"Hilgemann, Werner",,197X,,Stokkaart,restricted file,,,,,74.19 geografie van Europa,1:1.200.000,,,"185 x 135 cm, stokbreedte 194 cm",Wandkaart,1 wandkaart,,,gedrukt in kleuren,331116685,,4/600#i600,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2631,,2017-01-23,2018-06-01,2631,8354.jp2,/Kaarten/image/8354.jp2
,Rol kort 019,Friesland,[S.l.] : Van Goor,"Kloosterman, J.C.",,195X,,Stokkaart,restricted file,,,,,74.20 geografie van Nederland,1:100.000,,,"113 x 80 cm, stokbreedte 121 cm",Wandkaart,1 wandkaart,,Met inzet,gedrukt in kleuren,356358607,Friesland,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2632,,2017-01-23,2018-06-01,2632,8297.jp2,/Kaarten/image/8297.jp2
,Rol middel 002,Die Staaten der Erde,Darmstadt : Justus Perthes,Haack,,1972,,Stokkaart,restricted file,,,,,74.13 geografie van de aarde,1:24.000.000,,,"86 x 138 cm, stokbreedte 146 cm",Wandkaart,1 wandkaart,"Titel op stok: Haack-Painke, Die Staaten der Erde",,gedrukt in kleuren,326891730,Aarde (planeet),4/600#i600,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2633,,2017-01-23,2018-06-01,2633,8188.jp2,/Kaarten/image/8188.jp2
,Rol kort 011,South Africa and Madagascar,[Edinburgh] : John Bartholomew & son,"Bartholomew, John",,1948,,Stokkaart,,,,,,74.23 geografie van Afrika,Scale 1:4.000.000,,,"71 x 95,5 cm",Wandkaart,1 wandkaart,,Inzet rechtsonder,"kleurendruk, geplakt op linnen, op stok",140688862,Zuid-Afrika | Madagaskar,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2634,,2017-01-23,2017-01-23,2634,8340.jp2,/Kaarten/image/8340.jp2
,Koker 020.2,Sprekende letterbeelden : grondslag voor het eerste leesonderwijs - No. 2. ee / ij,Hilversum : Joh. Geradts & Co,"Wulfen, Joh.",,1885,,Stokkaart,,,,,,05.15 lezen,,,,46 cm,Wandkaart,18 bl. pl,Verzameling van 18 genummerde platen. Onderaan: Tresling & Co. Hof Lith. Amst | Titel ontleend aan onderschrift platen,,ill,332285812,,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2635,,2017-01-23,2017-01-23,2635,8257.jp2,/Kaarten/image/8257.jp2
,Koker 017.2,[Blinde kaart van Europa],[S.l. : s.n.],,,196X,,Stokkaart,,,,,,74.19 geografie van Europa,,,,75 x 91 cm,Wandkaart,1 wandkaart,,,in zwart/wit,357755707,,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2636,,2017-01-23,2017-01-23,2636,8348.jp2,/Kaarten/image/8348.jp2
,Koker 020.7,Sprekende letterbeelden : grondslag voor het eerste leesonderwijs - No. 7. a / aai,Hilversum : Joh. Geradts & Co,"Wulfen, Joh.",,1885,,Stokkaart,,,,,,05.15 lezen,,,,46 cm,Wandkaart,18 bl. pl,Verzameling van 18 genummerde platen. Onderaan: Tresling & Co. Hof Lith. Amst | Titel ontleend aan onderschrift platen,,ill,332285812,,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2637,,2017-01-23,2017-01-23,2637,8293.jp2,/Kaarten/image/8293.jp2
,Rol kort 033.62,Dybdahls zoologiske plancher; 1e afd.: De mensch (1 t/m 13) ; 2e afd.: Zoogdieren (14 t/m 30) ; 3e afd.: Vogels (31 t/m 40) ; 4e afd.: Reptilien en amphibien (41 t/m 46) ; 5e afd.: Visschen (47 t/m 51) ; 6e afd.: (52 t/m 64),[Oslo] : Aschehoug,"Dybdahl, P.",,1920,,Stokkaart,"Pl. 62: Weekdieren. b (75 x 58 cm, stokbreedte 83 cm)",,,,,42.60 zoologie: algemeen,,,,versch. formaten,Wandkaart,64 wandpl. (6 afd.),,,in kleur,356508765,,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2638,,2017-01-23,2017-01-23,2638,8338.jp2,/Kaarten/image/8338.jp2
,Rol middel 022,Schoolkaart van Utrecht,Zwolle : Thieme,"Prop, G.",,19XX,,Stokkaart,,,,,,74.20 geografie van Nederland,1:100.000,,,"129 x 83 cm, stokbreedte 136 cm",Wandkaart,1 wandkaart,Uitgave met grondsoorten,,"in kleur, op linnen",356288056,Utrecht (provincie),,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2639,,2017-01-23,2017-01-23,2639,8339.jp2,/Kaarten/image/8339.jp2
,uklu rol 03,Kaart van de provincie Groningen waarop grootendeels de uitkomsten van de aldaar in de jaren 1855 tot 1859 gedane waterpassingen zijn aangewezen,Te Groningen : bij J. Oomkens Jz,"Rijn, K.",,1861,,krt 1861-grp-1 | krt 1861-grp-2 | krt 1861-grp-3 | krt 1861-grp-4 | krt 1861-grp-5 | krt 1861-grp-6,Aaneengeplakt op linnen | Bibliotheek Backer,,,,,74.20 geografie van Nederland,Schaal 1:50.000,,,"elk 72 x 48 cm of kleiner, tezamen 142 x 95 cm",Wandkaart,6 bladen,zie ook: http://facsimile.ub.rug.nl/cdm/search/searchterm/krt-1861-grp-*,,"steendruk, de grenzen gekleurd",089787099,Groningen (provincie),BB kaartenkist 3,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2640,,2017-01-23,2017-01-23,2640,8352.jp2,/Kaarten/image/8352.jp2
,Rol kort 045,Vertelplaat behorende bij Leesfeest,Zeist : Dijkstra,"Bleijenburg, Hans",,196X,,Stokkaart,restricted file,,,,,,,,,"68 x 86 cm, stokbreedte 89 cm",Wandkaart,1 wandplaat,"Hoort bij: Leesfeest / S. den Hollander, G.P.L. Steenwinkel, Tjits Veenstra",,in kleur,357316444,,SCHM Aanv. Lezen,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2641,,2017-01-23,2018-06-01,2641,8381.jp2,/Kaarten/image/8381.jp2
,Rol kort 006,Eerste schoolkaart van Europa,Gouda : Van Goor,"Vrieze, E.",,192X,,Stokkaart,,,,,,74.19 geografie van Europa,1:5.500.000,,,"84 x 100 cm, stokbreedte 105 cm",Wandkaart,1 wandkaart,,,gedrukt in kleuren,356346404,Europa,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2642,,2017-01-23,2017-01-23,2642,8223.jp2,/Kaarten/image/8223.jp2
,Rol kort 033.44,Dybdahls zoologiske plancher; 1e afd.: De mensch (1 t/m 13) ; 2e afd.: Zoogdieren (14 t/m 30) ; 3e afd.: Vogels (31 t/m 40) ; 4e afd.: Reptilien en amphibien (41 t/m 46) ; 5e afd.: Visschen (47 t/m 51) ; 6e afd.: (52 t/m 64),[Oslo] : Aschehoug,"Dybdahl, P.",,1920,,Stokkaart,"Pl. 44: Slangen (75 x 56 cm, stokbreedte 83 cm)",,,,,42.60 zoologie: algemeen,,,,versch. formaten,Wandkaart,64 wandpl. (6 afd.),,,in kleur,356508765,,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2643,,2017-01-23,2017-01-23,2643,8234.jp2,/Kaarten/image/8234.jp2
,Rol kort 041.2,"Woodwind : oboe, cor anglais, flute, piccolo, bassoon, double bassoon, bass clarinet, clarinet",[S.l. : s.n.],,,1947,,Stokkaart,,,,,,,,,,"74 x 95 cm, stokbreedte 84 cm",Wandkaart,1 wandkaart,,,in kleur,357318064,,SCHM Sa3.4 HOU,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2644,,2017-01-23,2017-01-23,2644,8322.jp2,/Kaarten/image/8322.jp2
,Rol kort 051.2,[Drie vertelplaten],[S.l. : s.n.],,,19XX,,Stokkaart,Linksboven: Huis,,,,,,,,,"99 x 64 cm, stokbreedte 102 cm",Wandkaart,3 wandplaten,,,in kleur,357318471,,SCHM Fa3.4 DRIE | SCHM Fa3.4 DRIE | SCHM Fa3.4 DRIE,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2645,,2017-01-23,2017-01-23,2645,8291.jp2,/Kaarten/image/8291.jp2
,Rol kort 033.35,Dybdahls zoologiske plancher; 1e afd.: De mensch (1 t/m 13) ; 2e afd.: Zoogdieren (14 t/m 30) ; 3e afd.: Vogels (31 t/m 40) ; 4e afd.: Reptilien en amphibien (41 t/m 46) ; 5e afd.: Visschen (47 t/m 51) ; 6e afd.: (52 t/m 64),[Oslo] : Aschehoug,"Dybdahl, P.",,1920,,Stokkaart,"Pl. 35: Krabvogels (75 x 58 cm, stokbreedte 82 cm)",,,,,42.60 zoologie: algemeen,,,,versch. formaten,Wandkaart,64 wandpl. (6 afd.),,,in kleur,356508765,,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2646,,2017-01-23,2017-01-23,2646,8318.jp2,/Kaarten/image/8318.jp2
,Rol kort 055,"Übersichtskarte über die evangelische Missionsarbeit in Süd-Afrika : als Beigabe zu der Geschichte der evangelischen, insonderheid der Berliner Mission in Süd-Afrika",Berlin :,Wangemann,,1875,,Stokkaart,,,,,,11.50 kerk- en dogmengeschiedenis: algemeen,,,,"58x68 cm, stokbreedte 73 cm",Wandkaart,1 wandkaart,,,in kleur,236564250,Zuid-Afrika,K.B. K 5,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2647,,2017-01-23,2017-01-23,2647,8286.jp2,/Kaarten/image/8286.jp2
,Rol kort 025,Schoolkaart van Noord-Holland,Zutphen : Thieme,"Prop, G.",,19XX,,Stokkaart,,,,,,74.20 geografie van Nederland,1:120.000,,,"84 x 132 cm, stokbreedte 90 cm",Wandkaart,1 wandkaart,,,"in kleur, op linnen",35640725X,Noord-Holland,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2648,,2017-01-23,2017-01-23,2648,8249.jp2,/Kaarten/image/8249.jp2
,Rol middel 029,A magyar népköztársaság : államigazgatási térképe,Budapest : Allami foeldmeresi es terkepeszeti hivatal kartografiai vallalata,"Radó, Sándor",,1966,,Stokkaart,restricted file,,,,,74.19 geografie van Europa,1:500.000,,,"68x 108cm, stokbreedte 121 cm",Wandkaart,1 wandkaart,,Met lijst van provincies en districten,"kleurendr., geplakt op linnen, op stok",140771204,Hongarije,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2649,,2017-01-23,2018-06-01,2649,8287.jp2,/Kaarten/image/8287.jp2
,Rol middel 011,Europa schoolkaart,Zutphen : Thieme,"Prop, G.",,196X,,,restricted file,,,,,74.19 geografie van Europa,1:3000.000,,,"170 x 200 cm, stokbreedte 207 cm",Wandkaart,1 wandkaart,,,gedrukt in kleuren,330538934,Europa,4/600#i600,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2650,,2017-01-23,2018-06-01,2650,8356.jp2,/Kaarten/image/8356.jp2
,Rol lang 015,Imperium Romanum,Gotha : Haack,"Kampen, A.",,19XX,,Stokkaart,,,,,,15.52 Romeinse Rijk,1:3.000.000,,,160 x 190 cm,Wandkaart,1 wandkaart,,,kleurendr,096159448,,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2651,,2017-01-23,2017-01-23,2651,8233.jp2,/Kaarten/image/8233.jp2
,Koker 003.10,"Ons land in den Franschen Tijd; Bevat: A: De Bataafsche Republiek van 1798 tot 1801 ; B: Het Bataafsche Gemeenebest van 1801 tot 1808 ; C: Het Koninkrijk Holland van 1808 tot 1810 ; D: Holland, een Fransch wingewest van 1810 tot 1813",'s-Gravenhage : Joh. Ykema,"Jongh, J.W.",,192X,,Stokkaart,,,,,,15.70 geschiedenis van Europa | 74.20 geografie van Nederland,,,,82 x104 cm,Wandkaart,1 wandkaart,,,in kleur,35707548X,Nederland,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2652,,2017-01-23,2017-01-23,2652,8344.jp2,/Kaarten/image/8344.jp2
,Koker 019.1,Landschappen van Nederland; Wandkaart 1: Landschappen van Nederland,"Rijswijk : Ministerie van Cultuur, Recreatie en Maatschappelijk Werk","Mommers-van Geijn, Marijke",,197X,,Stokkaart,Wandkaart 1: Landschappen van Nederland | Wandkaart 2: Ingrepen in de landschappen van Nederland,,,,,74.20 geografie van Nederland,,,,100 x 120 cm,Wandkaart,2 wandkaarten,,,in zwart/wit en kleur,357756754,Nederland,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2653,,2017-01-23,2017-01-23,2653,8236.jp2,/Kaarten/image/8236.jp2
,uklu 04-26,Het vrije stelonderwijs;  1: Beste Truitje (haar vrouw lang en hoog opgebonden).,Groningen : P. Noordhoff,"Schlette, F.G.",,1911,,,Zeer kwetsbaar en deels beschadigd; zie afbeeldingen op internet Verzameling in beeld,,,,,81.74 primair onderwijs,,,,70 x 94 cm,Wandkaart,Eerste serie (10 wandplaten),Lithografische kleurendruk. - Lithografie: J. Beerta te Groningen | Wandplaten behorende bij: Het vrije stelonderwijs / door J. Klootsema en A. Brands,,ill,380208199,,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2654,,2017-01-23,2017-01-23,2654,8353.jp2,/Kaarten/image/8353.jp2
,Koker 004.02,Provinciekaarten van Nederland - [2]: Friesland,'s-Gravenhage : Joh. Ykema,"Have, J.J.",,191X,,Stokkaart,"De kaart is in zeer slechte staat, inzien in overleg en onder begeleiding",,,,,74.20 geografie van Nederland,1:100.000,,,83 x 109 cm,Wandkaart,1 wandkaart,,,in kleur,357087933,Friesland,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2655,,2017-01-23,2017-01-23,2655,8198.jp2,/Kaarten/image/8198.jp2
,Rol kort 010,Philips' regonal wall map of the Near East and Middle East : (Land of the five seas),[London] : George Philip & son,"Goodall, George",,1949,,Stokkaart,restricted file,,,,,74.21 geografie van Azie | 74.23 geografie van Afrika | 74.19 geografie van Europa,Scale 1:4.000.000,,,"113,5 x 94 cm",Wandkaart,1 wandkaart,,,"kleurendruk, geplakt op linnen, op stok",140689710,Midden-Oosten,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2656,,2017-01-23,2018-06-01,2656,8310.jp2,/Kaarten/image/8310.jp2
,Rol kort 027,Benelux en achterland,[S.l.] : G.B. van Goor,Kloosterman,,1950,,Stokkaart,restricted file,,,,,74.19 geografie van Europa,1:750.000,,,"86 x 114 cm, stokbreedte 92 cm",Wandkaart,1 wandkaart,Met inzet: Industriegebied Z. Frankrijk (schaal 1.500.000),,"in kleur, op linnen",356408078,Benelux-landen,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2657,,2017-01-23,2018-06-01,2657,8196.jp2,/Kaarten/image/8196.jp2
,Koker 014,Van grondstof tot margarine,[Rotterdam : Unilever N.V.],Unilever,,196X,,,restricted file,,,,,,,,,80x100 cm,Wandkaart,1 affiche,Linksboven: Oliepalm. Totaal 7 gronstoffen afgebeeld en anderaan het productieproces,,ill,357414772,,,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2658,,2017-01-23,2018-06-01,2658,8246.jp2,/Kaarten/image/8246.jp2
,Koker 004.11,Provinciekaarten van Nederland - [11]: Limburg,'s-Gravenhage : Joh. Ykema,"Have, J.J.",,191X,,Stokkaart,"De kaart is in zeer slechte staat, inzien in overleg en onder begeleiding",,,,,74.20 geografie van Nederland,1:130.000,,,109 x 83 cm,Wandkaart,1 wandkaart,,,in kleur,357088018,Limburg (Nederland),,http://cdm21053.contentdm.oclc.org/cdm/ref/collection/Kaarten/id/2659,,2017-01-23,2017-01-23,2659,8360.jp2,/Kaarten/image/8360.jp2
